step,x,y,z
0,6501.374641345777,-4199.4384217737415,0.08587453470836219
1,6491.235500617458,-4200.159148312439,-0.3580050890554505
2,6481.66600783186,-4199.482068773375,-0.15254736837285476
3,6471.1570030228995,-4199.49675980843,-0.8767326819507176
4,6460.281786250293,-4199.266522334227,-1.0532034824060332
5,6451.400519561816,-4200.539834139271,-2.5066580830402674
